출발도시,도착도시,출발날짜,도착날짜,출발항공사명,도착항공사명,출발비행기출발시간,출발비행기도착시간,도착비행기출발시간,도착비행기도착시간,금액

ICN,TAK,20240914,20240918,아시아나항공 ANA,대한항공 일본항공,21:10,08:10,07:05,15:50,585000
